,lat,lon,point_id,cluster_id
0,40.4229435,-3.7112768,2973043610,1
1,40.398894899999995,-3.3620202000000003,1652159499,3
2,40.453723700000005,-3.7031741,2972134271,1
3,40.4256425,-3.6151852999999994,3430838296,1
4,40.433549600000006,-3.7001766000000003,4705285127,1
5,40.293051299999995,-3.8336646,2598208886,2
6,40.4330031,-3.7114035000000003,1884383456,1
7,40.405046999999996,-3.6618857000000005,4990809285,1
8,40.3625773,-3.6967133999999997,266167724,1
9,40.3470087,-3.7066171000000003,5426515573,1
10,40.436492799999996,-3.6777773999999996,3269693083,1
11,40.434158399999994,-3.6791906,3269482797,1
12,40.4480186,-3.6968856,5941381328,1
13,40.419281700000006,-3.5699481,4591261193,3
14,40.304763799999996,-3.8678786,1802928409,2
15,40.4618213,-3.602274,4347757254,1
16,40.4195018,-3.7116526,3267122619,1
17,40.4244734,-3.5389315000000003,2939361805,3
18,40.489822100000005,-3.7046900999999997,266170979,1
19,40.371168299999994,-3.7388458,4908656973,1
20,40.3584526,-3.6647947999999997,3420132988,1
21,40.430805,-3.7164370000000004,622204587,1
22,40.4394276,-3.657239,2979903616,1
23,40.460491299999994,-3.458225,241791232,3
24,40.438201299999996,-3.6946915000000002,3675303748,1
25,40.3308599,-3.8362898999999997,4907297512,2
26,40.439378000000005,-3.8219856,1030103219,0
27,40.4249946,-3.7033814,8176160665,1
28,40.4018393,-3.6997254999999996,6141283482,1
29,40.411997899999996,-3.714772,3907339837,1
30,40.422951899999994,-3.6113638999999997,1603685285,1
31,40.360544700000005,-3.7638667000000003,425505174,2
32,40.4673585,-3.6377047,5296021157,1
33,40.3582441,-3.7452608,5585922944,1
34,40.4092048,-3.8416047999999994,6357897062,0
35,40.44026420000001,-3.7263048999999997,4456027391,1
36,40.3668695,-3.7447154,6354800821,1
37,40.4321286,-3.6045641,5174937980,1
38,40.4862711,-3.6839477,4077011204,1
39,40.419093700000005,-3.7061513999999995,2655972285,1
40,40.2926054,-3.7844574,308467444,2
41,40.43921160000001,-3.7135192000000004,4856166562,1
42,40.41529620000001,-3.9142975,4004016794,0
43,40.4348977,-3.7044865,2972941176,1
44,40.4245612,-3.6667002999999996,4710104693,1
45,40.407111,-3.5525206,6516130427,3
46,40.4415613,-3.7838945,4743665725,1
47,40.4474345,-3.7036638999999996,302786463,1
48,40.3808456,-3.4209616,6321105584,3
49,40.350711499999996,-3.7096862999999995,457011299,1
50,40.410745899999995,-3.7068616000000003,5448870543,1
51,40.2954783,-3.7954967000000006,847428848,2
52,40.39780220000001,-3.7718992999999994,2316161846,1
53,40.3318833,-3.857486,3354200020,2
54,40.371106899999994,-3.6226189,6431747989,3
55,40.5513763,-3.6604165999999996,4514137088,1
56,40.391089,-3.8460945,1448942249,0
57,40.4399318,-3.8350312000000004,5369266184,0
58,40.4346539,-3.8157245000000004,4577663074,0
59,40.2828621,-3.7939601,1860003966,2
60,40.4331344,-3.8056278,6922981221,0
61,40.5681531,-3.5084053,5684254499,4
62,40.3318037,-3.8635347999999996,1718005050,2
63,40.44130379999999,-3.4599495000000005,7801717927,3
64,40.4798521,-3.7220352,3436732821,1
65,40.428012200000005,-3.5298248999999995,2606153409,3
66,40.38395,-3.7837012999999997,3112549618,1
67,40.422534399999996,-3.7008902999999997,4893649061,1
68,40.4040691,-3.7499144999999996,6742615708,1
69,40.4515965,-3.6688837999999997,3611166043,1
70,40.4263518,-3.5598497000000004,3071900745,3
71,40.3456205,-3.7041399,5260044326,1
72,40.4094837,-3.6927922,318314064,1
73,40.4357329,-3.8154972999999996,4577640626,0
74,40.4264158,-3.5373638999999995,2139566926,3
75,40.3334891,-3.8629227,3465168850,2
76,40.448833,-3.7352276,3346269276,1
77,40.4275886,-3.7033405,4887540570,1
78,40.416293200000005,-3.7079068,2656038566,1
79,40.4852107,-3.7250262000000003,4340116325,1
80,40.4611369,-3.6983492,3258896855,1
81,40.4022007,-3.6950373999999995,4332096387,1
82,40.472434899999996,-3.7096896,4417580812,1
83,40.4451789,-3.7163324999999996,6549173639,1
84,40.4858404,-3.6335057,4621998781,1
85,40.3641205,-3.4839474999999998,5300183514,3
86,40.4212366,-3.5236956,2074648879,3
87,40.381415600000004,-3.7139544,2673092565,1
88,40.39895,-3.8043332000000003,4565994149,1
89,40.443577399999995,-3.4590707999999997,7801618508,3
90,40.3118357,-3.7329095000000003,5262239681,2
91,40.425026200000005,-3.7060614000000003,8097121030,1
92,40.4311685,-3.6655817,4185968989,1
93,40.405017799999996,-3.5997364000000003,5996912083,3
94,40.4245034,-3.7119367,1501200385,1
95,40.4843909,-3.3522328999999997,4926512971,4
96,40.2893425,-3.7544953999999997,5302008054,2
97,40.3947347,-3.6103806000000005,3273014172,3
98,40.4590732,-3.4633863,6088923992,3
99,40.3619835,-3.6008595999999997,3259060752,3
100,40.4495662,-3.7291969,1443235083,1
101,40.3594762,-3.6907330999999997,4932375624,1
102,40.421203399999996,-3.6990375,3160962489,1
103,40.4375819,-3.8186461000000005,4813607235,0
104,40.462783200000004,-3.6872015,4260439924,1
105,40.41801629999999,-3.7380824,3150449393,1
106,40.4539943,-3.6989537000000006,3636842697,1
107,40.484057799999995,-3.8679930000000002,4100193593,0
108,40.4253477,-3.5386963,3098528384,3
109,40.5077569,-3.6706306000000004,4486717194,1
110,40.291146999999995,-3.7991846,2914517276,2
111,40.4936716,-3.6144366000000003,1824595926,1
112,40.416518599999996,-3.5721834,3899051312,3
113,40.4044375,-3.6807905,2514407988,1
114,40.42078370000001,-3.5322052999999998,2919090993,3
115,40.326030200000005,-3.6653635,6555196070,3
116,40.4241824,-3.7095247000000002,4185421040,1
117,40.392160700000005,-3.6449341,4347750961,1
118,40.447697600000005,-3.7784417,4330507705,1
119,40.435648,-3.8178517,4567261729,0
120,40.45313,-3.5791440999999997,5064403354,1
121,40.4277799,-3.6665558,4710185998,1
122,40.4672658,-3.6840356,297655027,1
123,40.4336193,-3.618304,1325487923,1
124,40.4170109,-3.6821419,4330672708,1
125,40.2801109,-3.6710644,6840601364,3
126,40.41500070000001,-3.7078127,3682315228,1
127,40.4616184,-3.7929343999999996,317162636,0
128,40.4944945,-3.3603576,4067296789,4
129,40.4099229,-3.7036193999999996,3428590044,1
130,40.424279799999994,-3.6732824,3463021602,1
131,40.27746079999999,-3.8001998999999995,1863391905,2
132,40.454345,-3.4923941,7056661765,3
133,40.4553885,-3.8553522000000005,1073593899,0
134,40.3914477,-3.4917778,313139529,3
135,40.4077698,-3.9028473,6749647383,0
136,40.4661746,-3.4654022000000007,2653014274,3
137,40.3534925,-3.7031659,3920327232,1
138,40.3506512,-3.6917059,3550742280,1
139,40.4862894,-3.6104302,1825643365,1
140,40.456699799999996,-3.7057758,2870489593,1
141,40.3376674,-3.526382,3694135439,3
142,40.3800774,-3.782313,7937143632,1
143,40.456060799999996,-3.6930405,3270406163,1
144,40.4248074,-3.6269432,3471112304,1
145,40.4090308,-3.7103306000000003,5412144563,1
146,40.4231947,-3.6844102,6437074761,1
147,40.4269796,-3.5308949,3294523531,3
148,40.421617,-3.7066677,2697665185,1
149,40.2907275,-3.8190864999999996,1117352922,2
150,40.477217700000004,-3.3583682999999995,5259756625,4
151,40.4036355,-3.8771006000000003,4571981688,0
152,40.395799100000005,-3.7196432999999995,3136765458,1
153,40.4029071,-3.7523940000000002,6745499571,1
154,40.448316999999996,-3.6895595,1541956973,1
155,40.350407700000005,-3.7709635,2613719391,2
156,40.4307278,-3.6437785000000003,3276482485,1
157,40.2930155,-3.7878022000000002,308467436,2
158,40.4759532,-3.8765815000000003,6357564954,0
159,40.416453999999995,-3.6708719,1889602454,1
160,40.383927500000006,-3.7839275999999997,2144489329,1
161,40.3525261,-3.6847555,3224753594,1
162,40.360279,-3.6893309999999997,5228311526,1
163,40.3588149,-3.7768443999999994,6723530120,2
164,40.5657172,-3.5021627,5685967696,4
165,40.4078033,-3.7047137,3802017509,1
166,40.4197689,-3.5738522000000006,3069298349,3
167,40.42569,-3.5615038,2606288002,3
168,40.3331035,-3.7539114999999996,4254245117,2
169,40.3606947,-3.7833869,4397479934,2
170,40.336217600000005,-3.7728381,2517253413,2
171,40.4402314,-3.6707237,6437074463,1
172,40.4406669,-3.7206854,2448104582,1
173,40.4133019,-3.6957,5263805022,1
174,40.466665899999995,-3.7183393,3786662102,1
175,40.423388700000004,-3.7066716,3986051750,1
176,40.4086309,-3.8851583,4571905050,0
177,40.4733288,-3.8785117,6355140054,0
178,40.418083100000004,-3.7066449999999995,333218855,1
179,40.4212978,-3.8404225,4083053098,0
180,40.42002960000001,-3.6879760999999998,2005647249,1
181,40.5615295,-3.4979195,5685693981,4
182,40.425234100000004,-3.726119,1095664393,1
183,40.451041700000005,-3.7863726000000004,1552560266,1
184,40.4857131,-3.3539303,4934673164,4
185,40.4233936,-3.6391730000000004,3167064716,1
186,40.442525200000006,-3.7913410000000005,1581361954,1
187,40.4719507,-3.7008599,7267352960,1
188,40.4115357,-3.7194055,5416301884,1
189,40.4683532,-3.6386038,1705844491,1
190,40.4731376,-3.7144559999999998,3145903309,1
191,40.42355739999999,-3.6856196000000003,6437074770,1
192,40.459416600000004,-3.4687066,1848996106,3
193,40.5035713,-3.3309173999999997,6178993735,4
194,40.4471903,-3.7080205000000004,3802946118,1
195,40.436099600000006,-3.6899111,4856142680,1
196,40.3972664,-3.7683093999999997,2144489313,1
197,40.4599252,-3.4616392,2654920712,3
